sa.osmwayid,sa.osmstartnodeid,sa.osmendnodeid,geojson,sa.hour,sum_speed,total_records,avg_speed
5672656,561035335,1506445711,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9638636,40.8062917],[-73.9628951,40.8058869],[-73.9619961,40.8055105]]}",3,584.4190053723124,23,25.41
49688932,1506445762,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9638152,40.8079924],[-73.9639109,40.8080309],[-73.9639998,40.8080666]]}",7,24.197592721122998,1,24.2
5672656,561035335,1506445711,"{""type"":""LineString"",""coordinates"":[[-73.964761,40.8066676],[-73.9638636,40.8062917],[-73.9628951,40.8058869],[-73.9619961,40.8055105]]}",12,678.3471504980764,42,16.15
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",1,166308.11560742866,4764,34.91
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",6,45612.11921883503,1355,33.66
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",3,144846.55132527713,3176,45.61
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",7,62944.226277861235,1776,35.44
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",4,125817.0267857191,2716,46.32
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",19,172238.30905277532,4402,39.13
327917960,42442577,42442578,"{""type"":""LineString"",""coordinates"":[[-73.9600943,40.8081151],[-73.9600595,40.8081627],[-73.9596325,40.8087475]]}",22,155082.69481070005,4923,31.5
46583484,42437142,3347295531,"{""type"":""LineString"",""coordinates"":[[-73.9610357,40.8068259],[-73.9609728,40.806912],[-73.9608452,40.8070867]]}",21,211049.98579539394,5164,40.87
196116984,1506591536,470209120,"{""type"":""LineString"",""coordinates"":[[-73.9621944,40.8105701],[-73.9625796,40.8100359],[-73.9630937,40.809323],[-73.9639998,40.8080666]]}",17,58194.79325129729,1700,34.23
5671447,627905367,42428833,"{""type"":""LineString"",""coordinates"":[[-73.9643043,40.8073074],[-73.9644105,40.8073522],[-73.9644822,40.8073825]]}",15,574.6549830134065,51,11.27
